product_id,category,product_title,brand,features,price,rating,review_count,image_url,model
B0DNYN4926,phone cases,casetify impact case for iphone 15 pro max [ripndip colab / 4x military grade drop tested / 8.2ft drop protection/compatible with magsafe] - lord alien - clear black,casetify,"['compatible withiphone 15 pro max only (6.7 screen size)', '8.2 ft. drop protection (4x mil-std-810g)', 'ecoshock material', 'side sockets for easy charm attachment', 'wireless charging and magsafe compatible']",5584.64,4.4,175,https://m.media-amazon.com/images/I/51jmCl+0ffL._AC_SY300_SX300_.jpg,iphone 15pro max
B0D3TBT7V6,phone cases,casetify impact iphone 15 case [villains co-lab / 8.2ft drop protection/magsafe] - poison apple - clear black,casetify,"['compatible with iphone 15 only (6.1"" screen size)', '8.2ft drop protection, ecoshock protection technology', 'military grade drop tested (4x mil-std-810g)', 'raised bezel for screen protection', 'wireless and magsafe charging compatible']",5584.64,4.7,12,https://m.media-amazon.com/images/I/51o1i-5sqDL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 15
B0CG1QZ9DJ,phone cases,"lamicall magnetic phone case for iphone 15 for magsafe - [18 ft mil-grade drop protection] phone case with air bumpers and raised edges, shockproof case for iphone 15 phone case, black",lamicall,"['perfectly crafted for urban exploration: if youve just upgraded your smartphone, its time to try the lamicall protective phone case! this phone case compatible with iphone 15 is designed to safeguard your phone while enhancing its sleek aesthetics with a sophisticated touch!', 'air-filled bumper corners: our phone case uses a patented technology with air-filled bumper corners that together with the durable tpu structure, can absorb 98% of the shock, bouncing back and protecting your phone against accidental drops of up to 18 ft!', '360 protection: this awesome magnetic phone case is designed with 1.2 mm raised screen edges and a 2.9 mm camera lens bezel to make sure your smartphone is protected against scratches and abrasions, especially when its placed face down or carried in your pocket.', 'strong magnetic case: the shockproof case featuresan upgraded magnet ring with 38 ultra-strong n52 magnets that ensure secure attachment to most wireless charging devices. the phone cover provides uninterrupted and fast charging and its compatible with magsafe charging, magnetic car mounts and most magnetic accessories.', 'exquisite metal buttons: this magnetic case its not only highly protective but also sleek. with precise openings, high-end finishes and a sophisticated translucent frosted design, this phone case ensures maximum button responsiveness and a nice tactile experience without feeling bulky in your pocket.']",785.34,4.4,187,https://m.media-amazon.com/images/I/61FUmxM+hsL._AC_SY300_SX300_.jpg,iphone 15
B0B4WR7Y2N,phone cases,coach leather slim wrap case for apple iphone 13 smartphone - black,coach,['wraparound design for 360-degree protection|crafted in genuine leather|soft protective interior lining with velvety finish|works with wireless and magsafe* charging'],2530.54,4.2,3,https://m.media-amazon.com/images/I/51vbdGnSy3L.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 13
B09C178KX8,phone cases,pelican protector series - iphone 13 case [15ft military grade drop protection] [wireless charging compatible] protective phone case with anti scratch - rugged bumper cover for iphone 13 - black,pelican,"[' pelican protector series: we are committed to providing users with unique tough phone cases, providing you a brand-new experience with iphone 13 case.', ' compatible models: pelican (protector series) armor case cover is perfectly compatible with apple iphone 13 (6.1 inches) 2021 new released. the position of the buttons, speaker, charging port, and camera are perfectly matched.', ' multi-layer defense: soft inner and hard outer layers absorb and deflect impacts. non-slip edge design for a secure grip and dustproof port covers to keep out dirt, the rugged iphone 13 shockproof case is made for any adventure.', ' certified drop protection: safely guard your iphone 13 against serious drops, dirt, scrapes, and bumps, the military-grade drop-proof iphone 13 heavy-duty case that delivers legendary defense.', ' uncompromising: we build for the perfectionist who demands quality, both in equipment and experience, and knows that the pelican case is the last case they will ever need.']",2181.5,4.4,393,https://m.media-amazon.com/images/I/61xSGwZ9UXL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 13
B0CKRVXSKV,phone cases,casely iphone 15 pro case | flower patch | multi-color floral | classic case | compatible with magsafe and action button,casely,"['compatibility: meet the classic collection. not just a pretty cover for your phone, the classic collection case from casely is engineered with hard polycarbonate material, providing 360 degree coverage for your phone yet staying super slim and lightweight.', ""unique features: lightweight for those on the go. don't carry a dumbbell around in your pocket. ultra sleek, ultra slim. 1mm raised front lip protection. weight: 0.8 ounces"", 'charge wirelessly: go wireless. all classic cases are wireless charging compatible.', 'designed in usa: casely is one of very few case companies that designs our cases in the usa; all of our phone cases are designed in our brooklyn, new york headquarters', ""our philosophy: we build protection for your boldest behavior. #livebold. casely's products are made with love and hand inspected from corner to corner to ensure high-quality phone cases you can count on. all cases come with a 1-year product warranty.""]",2530.54,4.7,168,https://m.media-amazon.com/images/I/71V+LTDZVsL._AC_SY300_SX300_.jpg,iphone 15pro
B0CBYSKYKY,phone cases,"otterbox ottergrip symmetry case for iphone 15 pro max for magsafe, drop proof, protective case with built-in grip, 3x tested to military standard, black",otterbox,"['the stylish ottergrip symmetry series for iphone 15 pro max case undergoes thousands of hours of drop testing to ensure your smartphone gets the utmost protection.', ""protect your smartphone with stylish ottergrip symmetry series, the iphone 15 pro max case that's easy to install and has as many drops as military standard (mil-std-810g 516.6). ottergrip symmetry case has raised edges to protect your smartphone's camera and screen from serious drops and scrapes."", 'the ottergrip case has an integrated grip that presses flat, works seamlessly with magsafe and is specifically designed for strong alignment and attachment with magsafe wireless charging and accessories', ""otterbox ottergrip symmetry case has raised edges to protect your smartphone's camera and screen from serious drops and scrapes."", 'made from 50% recycled plastic, otterbox ottergrip symmetry series provides flawless, sleek and stylish protection from scratches and cracks.', 'pair your case with a scratch resistant and durable otterbox screen protector for total, 360-degree protection.', 'compatible with iphone 15 pro max', 'reduced waste packaging: at otterbox weve taken concrete steps to reduce our impact, thats why we made our retail packaging from sustainable materials that are fully recyclable and use nearly no plastic.']",2268.76,3.4,31,https://m.media-amazon.com/images/I/71FGdphiXXL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 15pro max
B0CGCMJZLL,phone cases,"otterbox iphone 15 pro (only) defender series xt clear case - dark side (black/clear), screenless, rugged, snaps to magsafe, lanyard attachment",otterbox,"[""perfect fit for iphone 15 pro: precision-engineered exclusively for the iphone 15 pro, this otterbox case offers a flawless fit. it not only preserves your phone's sleek design but also ensures unparalleled protection against everyday hazards"", ""superior drop protection: rigorously tested, this case surpasses military standards (mil-std-810g 516.6), enduring 5x more drops. rest assured, your iphone is safeguarded in the most unexpected situations with otterbox's commitment to superior protection"", 'slim yet tough: experience the perfect balance with a slim profile that comfortably fits in your pocket, coupled with the strength of otterbox. made with 50% recycled plastic, this case stands for both eco-conscious durability and uncompromised toughness', 'magsafe & wireless charging compatible: ingeniously designed for modern convenience, this case fully supports wireless and magsafe charging. its magnet-free design ensures seamless compatibility, keeping your iphone 15 pro ready for use at all times', ""trusted otterbox quality: with otterbox, you're not just buying a case; you're investing in peace of mind""]",4188.48,4.5,328,https://m.media-amazon.com/images/I/61xjIvRsR8L.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 15pro
B0CDQ4Z6JB,phone cases,casetify pebbled case for iphone 15 pro [textured / 4.9ft drop protection/compatible with magsafe] - greige,casetify,"['compatible with iphone 15 pro only (6.1"" screen size)', 'fiber suede inner lining', '4.9ft drop protection', 'raised bezel for screen protection', 'wireless charging and magsafe compatible']",2792.32,4.1,55,https://m.media-amazon.com/images/I/61E+ytrYZ1L._AC_SY300_SX300_.jpg,iphone 15pro
B0DF7J72JW,phone cases,"otterbox react series necklace magsafe case for iphone 16 pro, ultra-slim, protective case with adjustable and detachable necklace strap, tested to military standard, clear",otterbox,"[""protect your smartphone with ultra-slim react series necklace for magsafe, the iphone 16 pro case that's easy to install, while the necklace feature delivers reliable and elegant carrying options and helps to prevent drops."", 'the case comes with a detachable nylon rope with size adjustment to wear your phone as a necklace or crossbody for hands-free carrying and tethering. precision designed opening for easy interaction with camera control without compromising on protection.', 'when the nylon rope is not in use you can rely on otterbox trusted drop protection as react series necklace for magsafe is tested to military standard (mil-std-810g 516.6).', 'the react series necklace case guarantees magsafe compatibility thanks to built in magnets perfectly aligned to make wireless charging faster and easier than ever before. seamlessly attach and remove magsafe accessories through built in magnets.', 'react series necklace for magsafe contains a minimum of 35% recycled content, consisting of 100% recycled plastics. otterbox react series necklace for magsafe provides flawless, sleek and stylish protection from scratches and cracks.', 'pair your case with a scratch resistant and durable otterbox screen protector for total, 360-degree protection.', 'compatible with iphone 16 pro', 'reduced waste packaging: at otterbox weve taken concrete steps to reduce our impact, thats why the packaging is made of recycled material.']",4537.52,2.1,2,https://m.media-amazon.com/images/I/61K9bUeZn2L.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 16pro
B0CGG3LGNW,phone cases,"otterbox iphone 15, iphone 14, and iphone 13 commuter series case - black, slim & tough, pocket-friendly, with port protection (ships in polybag)",otterbox,"[""secure grip, streamlined protection: rely on the otterbox legacy with commuter seriestotal protection with rubber-gripped edges for a secure hold. it's a slim, easy-to-install case providing durable quality and a precise fit for hassle-free defense"", 'rugged multi-layer defense: featuring dual-layer construction with a rigid shell and internal rubber layer, our case exceeds 3x military drop standards (mil-std-810g 516.6), crafted from over 35% recycled plastic for eco-conscious resilience', ""trusted otterbox quality: with otterbox, you're not just buying a case; you're investing in peace of mind"", 'wireless charging compatible: its slim profile is pocket-friendly, offering protection and ease for your on-the-go lifestyle', ""expertly crafted for the iphone 16e, 15, 14, and 13, this otterbox case exemplifies our heritage of protection. it guarantees not just a perfect fit but also the robust defense against daily hazards you've come to trust from otterbox""]",3054.1,4.5,797,https://m.media-amazon.com/images/I/71NO9zYaLzL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 13
B0CQT426YY,phone cases,casetify bounce iphone 15 pro case [spider-man co-lab / 6x military grade drop tested / 21.3ft drop protection/compatible with magsafe] - spider-man mask case - clear black,casetify,"['compatible with iphone 15 pro only (6.1"" screen size)', '21.3 ft. drop protection (6x mil-std-810g)', 'raised bezel for screen protection', 'maximum shock absorption from all angles', 'wireless charging and magsafe compatible']",6457.24,3.6,6,https://m.media-amazon.com/images/I/61oewFU9+kL._AC_SY300_SX300_.jpg,iphone 15pro
B09KCQJLJ3,phone cases,"case-mate iphone 13 case - karat marble [10ft drop protection] [compatible with magsafe] magnetic cover with cute bling sparkle for iphone 13 6.1"", anti-scratch, shock absorbent, slim fit",case-mate,"['karat marble: give your iphone 13 a hint of luxury all while staying functional and protected. the semi-opaque marble design with gold karat accents lets the natural beauty of your device shine through', '10 ft drop protection: superior impact & shock absorbing materials with soft cushion corners are used in this protective case to safeguard your iphone 13 against drops, bumps, dirt, or scratches with reinforced 360-degree protection; raised bezels around the corners adds an extra layer of protection to your phone', 'premium materials: this iphone 13 phone case is meticulously crafted with premium materials to provide a rich look as well as protection for your device; durable construction and high-quality materials keep your case looking new for a long time', 'magsafe compatible wireless charging: this iphone 13 cover case has perfectly aligned strong built-in magnets that make wireless charging faster and easier, also works well with all the magsafe chargers and accessories like wallets, battery packs, phone grips, car mounts, and more', 'package contents: 1 unit of case-mate iphone 13 case - karat marble (fits iphone 13 only) and lifetime warranty']",785.34,4.4,531,https://m.media-amazon.com/images/I/71OgDk9+7FL._AC_SY300_SX300_.jpg,iphone 13
B09C17QNTP,phone cases,"pelican adventure series  heavy-duty protection case cover for iphone 13, designed to fit nicely in pocket  10ft drop protection, 6.1 inches, black",pelican,"[' pelican adventure series: pelican (adventure series) iphone 13 slim case is the result of years of hard work, innovation, and perseverance. a sleek and slim design is made for those who hate the sexy line of the new iphone being ruined by heavy chunky cases, keeping the iphones new phone slimmer and smarter.', ' snugly fit & precise button: all buttons and cutouts line up the phone perfectly and easy to press buttons without extra bulk. the slim fit iphone 13 phone case will protect the phone entirely and it will always stay in place. the buttons will be fully accessible and responsive as well.', ' impact absorbent: heavy-duty iphone 13 protective phone case uses an anti-collision and rebounds design with rounded corners, in the phone drops play an important effect relieving impact, really full cover protection for your iphone 13.', ' velvety feel & perfect grip: advanced nano-coating offers a silky yet sturdy touch, is easy to hold in one hand and will slide in and out of pocket very easily. the surface prevents fingerprints so the lightweight ultra-thin iphone 13 max case will look good as new for a longer. never fades or discolors.', ' uncompromising: we build for the perfectionist who demands quality, both in equipment and experience, and knows that the pelican case is the last case they will ever need.']",959.86,4.4,198,https://m.media-amazon.com/images/I/61quai2oiuL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 13
B0CFVXK5VW,phone cases,"speck iphone 15 pro max case - clicklock no-slip interlock, built for magsafe, drop protection - scratch resistant, soft touch, 6.7 inch phone case - presidio2 pro dahlia pink/rose copper/white",speck,"['designed to fit the iphone 15 pro max - built specifically for your 6.7 inch phone, this precise-fitting case has cut outs to perfectly fit the speakers and charger, plus enhanced ultra-responsive buttons for smoother clicks and volume control. it also features a raised camera ring to keep lenses protected.', 'built for magsafe with clicklock no-slip interlock - our specialized iphone 15 pro max case with recessed receptacle is a perfect match for the extendable bolt design of our clicklock accessories. the clicklock wallet, car vent mount, and viewing stand click tightly into place to resist slipping off from shear force. designed for magsafe with precise magnets for seamless wireless charging.', '13ft drop protection - created with life in mind, our speck presidio2 phone case features armor cloud technology that cushions your phone like an airbag upon impact to absorb shock and resist damage to your device, plus a raised bezel to protect your screen from scratching and shattering if your phone falls face-down.', 'soft touch feel - our iphone cases include product protection to help keep your phone clean. the unique soft-touch finish provides a better look, enhanced hand feel, and added scratch resistance to keep your case looking great.', 'trusted, innovative technology - since 2001, speck products has created award-winning items ranging from cases for cell phones, tablets and computers, to soft goods that integrate seamlessly into your lifestyle. in parallel with every new phone launch, our cases are designed with style, function, and premium quality in mind.']",1919.72,4.4,138,https://m.media-amazon.com/images/I/713JanIAvzL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 15pro max
B0DF8Z2YV8,phone cases,"ringke silicone magnetic [compatible with magsafe] designed for iphone 16 plus case, feels velvety lightweight slim cute soft phone cover for women, men - blue",ringke,"['compatible with magsafe', 'dust-resistant liquid silicone case', 'durable polycarbonate frame', 'hidden inlaid magnetic ring', 'supports wireless charging']",2006.98,4.1,20,https://m.media-amazon.com/images/I/61p4B+nbojL._AC_SY300_SX300_.jpg,iphone 16plus
B0CDQ63BY2,phone cases,casetify pebbled case for iphone 15 pro max [textured / 4.9ft drop protection/compatible with magsafe] - navy blue,casetify,"['compatible with iphone 15 pro max only (6.7"" screen size)', 'fiber suede inner lining', '4.9ft drop protection', 'raised bezel for screen protection', 'wireless charging and magsafe compatible']",2792.32,4.5,38,https://m.media-amazon.com/images/I/61r7JM9CL5L.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 15pro max
B0DD5K92X5,phone cases,otterbox iphone 16 pro max defender series case - black,otterbox,"['compatible with iphone 16 pro max', 'our toughest iphone 16 pro max case features a tri-layer design and reinforced corners to rebound from hard drops so your device walks away unscathed', 'drop+ 7x as many drops as military standard mil-std-810g 516.6, plus all-over texturing that helps prevent drops before they happen', 'built-in magsafe magnets and anchor points let you snap to magsafe accessories and connect phone straps to prevent drops', ""trusted otterbox quality: with otterbox, you're not just buying a case; you're investing in peace of mind.""]",5584.64,4.6,243,https://m.media-amazon.com/images/I/71fkFM3SBJL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 16pro max
B0DBT87VZT,phone cases,"supcase for iphone 16 case with camera control capture button (unicorn beetle mag stand), [compatible with magsafe] slim clear protective magnetic phone case for iphone 16 6.1'' 2024, crystal",supcase,"['[camera control capture button]: built-in camera control capture button, seamlessly integrated with iphone\'s button functions. compatible with iphone 16 6.1"" (2024 release) only.', '[built-in kickstand]: built-in aluminum alloy kickstand offers multiple viewing angles and doubles as a ring holder.', '[military-grade protection]: four-corner airbag design for shock absorption and drop protection, protecting from accidental drops and falls. design meets us military-grade standards.', '[elevated bezels]: the case edges raise 1.7mm above the camera and 0.8mm above the screen. elevated bezels offer significant protection for your phone screen and camera lens against damaging surfaces.', ""eco-friendly material]: crafted from eco-friendly bayer materials sourced from germany, the transparent backplate resists yellowing and aging, preserving the phone's natural beauty while being scratch-resistant and durable.""]",2094.24,4.7,179,https://m.media-amazon.com/images/I/71QFw8TAYAL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 16
B0DBWLSW8T,phone cases,case-mate iphone 16 pro max case [compatible with magsafe] - sparkly floral phone case with 12ft drop protection - premium magnetic cover for iphone 16 pro max - floral gems,case-mate,"['sparkling petals: this iphone 16 pro max case for women features genuine sparkly rhinestones intricately arranged in stunning gold and silver floral patterns embedded inside the clear resin; these dynamic rhinestones shimmer with every movement, ensuring comfort while carrying your iphone 16 pro max', '12ft drop protection: this protective iphone 16 pro max case boasts 12ft drop protection with shockproof materials, providing reinforced 360-degree protection; grippy, flexible sides and raised edges with cushioned corners shield your iphone 16 pro max against bumps and scratches for worry-free use', 'recycled materials: this iphone 16 pro max phone case is crafted using standard-certified recycled content, creating less demand for limited resources and reducing greenhouse gas emissions, all while maintaining trusted quality; the premium materials used in this iphone 16 pro max case offer long-term protection and keep it looking new every time you use it', 'compatible with magsafe: this phone case for iphone 16 pro max seamlessly integrates with magsafe for a faster, easier wireless charging experience; it works flawlessly with all magsafe accessories like wallets, battery packs, phone grips, car mounts, and more', 'package contents: 1 unit of case-mate iphone 16 pro max case - floral gems (fits new 6.9 inch apple iphone 16 pro max 2024 only); lifetime warranty']",4275.74,4.4,281,https://m.media-amazon.com/images/I/713+CNXvoXL._AC_SY300_SX300_.jpg,iphone 16pro max
B0DKTJ6CVV,phone cases,"otterbox symmetry clear magsafe case for apple iphone 15 pro max, shockproof, drop proof, protective thin case, 3x tested to military standard, midnight swirl",otterbox,"['the ultra-slim symmetry clear for magsafe series for apple iphone 15 pro max case undergoes thousands of hours of drop testing to ensure your smartphone gets the utmost protection.', ""protect your smartphone with ultra-slim symmetry clear for magsafe series, the apple iphone 15 pro max case that's easy to install and has 3 times as many drops as military standard ( mil-std-810g 516.6 ). thats 78 individual drops from 4 feet."", ""otterbox symmetry for magsafe case has raised edges to protect your smartphone's camera and screen from serious drops and scrapes."", 'symmetry clear for magsafe cases guarantee magsafe compatibility thanks to built in magnets perfectly aligned to make wireless charging faster and easier than ever before. seamlessly attach and remove magsafe accessories through built in magnets.', 'made from 50% recycled plastic, otterbox symmetry clear for magsafe series provides flawless, sleek and stylish protection from scratches and cracks.']",3490.4,4.4,175,https://m.media-amazon.com/images/I/71HtOBqnmNL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 15pro max
B0CGCKKB1W,phone cases,"otterbox iphone 15 pro max (only) defender series xt clear case - dark side (black/clear), screenless, rugged, snaps to magsafe, lanyard attachment",otterbox,"[""perfect fit for iphone 15 pro max: precision-engineered exclusively for the iphone 15 pro max, this otterbox case offers a flawless fit. it not only preserves your phone's sleek design but also ensures unparalleled protection against everyday hazards."", ""superior drop protection: rigorously tested, this case surpasses military standards (mil-std-810g 516.6), enduring 5x more drops. rest assured, your iphone is safeguarded in the most unexpected situations with otterbox's commitment to superior protection."", 'slim yet tough: experience the perfect balance with a slim profile that comfortably fits in your pocket, coupled with the strength of otterbox. made with 50% recycled plastic, this case stands for both eco-conscious durability and uncompromised toughness.', 'magsafe & wireless charging compatible: ingeniously designed for modern convenience, this case fully supports wireless and magsafe charging. its magnet-free design ensures seamless compatibility, keeping your iphone 15 pro max ready for use at all times.', ""trusted otterbox quality: with otterbox, you're not just buying a case; you're investing in peace of mind.""]",3577.66,4.6,526,https://m.media-amazon.com/images/I/61iIZoiNO3L.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 15pro max
B0DNJ9HF2V,phone cases,casetify impact case for iphone 16 pro max [slim / 8.2 ft. 4x military grade drop protection/wireless charging compatible] - camera case - classic - clear black,casetify,"['compatible with iphone 16 pro max only (6.9 screen size)', '8.2 ft. drop protection (4x mil-std-810g)', 'side sockets for easy charm attachment', 'seamless access to camera control button', 'wireless charging compatible']",5235.6,4.4,203,https://m.media-amazon.com/images/I/61t7IPdujPL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 16pro max
B0D4ZGSRT9,phone cases,nomad - traditional leather case - iphone 16 pro max | brown leather,nomad,"['timeless - traditional leather case for iphone 16 pro max brings modern protection to heritage leather. with daily use, your leather gear will buff out marks and scratches into a rich and lustrous patina, creating a handsome, rich character unique to you.', 'drop protection - keep your device safe from unexpected tumbles. traditional leather case features a 360 tpe bumper that absorbs shock and protects against drops up to 8 feet.', 'rugged patina - with daily use, your sustainably sourced leather gear will buff out marks and scratches into a rich and lustrous patina that is exclusively yours. from day one to 100, your case will weather but not wear out, creating a handsome, rich character unique to you.', 'magsafe - magnetic leather back is built with an integrated array of neodymium magnets to facilitate fast charging and ensure full compatibility with magsafe chargers and accessories.', 'about nomad - we build products to ensure that your smartphone is there whenever you need it. and no matter what product were working on, we always turn back to our core values: world-class materials, durability, and attention to detail.']",5235.6,4.1,7,https://m.media-amazon.com/images/I/61U0vX7Fz-L.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 16pro max
B0D8MR25M7,phone cases,"zagg crystal palace lite case for iphone 16 plus - ultra-slim, ultimate drop protection with graphene reinforcement, anti-yellowing technology, wireless charging compatible, recycled materials, clear",zagg,"['stays beautiful, stays clear: keep your case looking crystal clear over time with three advanced anti-yellowing technologies and an anti-scratch finish, ensuring your iphones sleek design shines through', 'ultimate drop protection: survives drops from up to 6.6ft (2 meters), meeting the rigorous mil std 810g 516 standard, ensuring your iphone stays safe even in extreme conditions', 'ultra-slim & lightweight: 40% lighter than previous designs, the crystal palace lite case offers powerful protection without the bulk, making it comfortable to hold, slip into your pocket, or fit in your bag', 'graphene-enhanced durability: reinforced with graphene, a material 200x stronger than steel, offering exceptional durability and flexibility that enhances your phones protection without adding weight', 'eco-friendly choice: made with up to 55% recycled materials, this case protects both your phone and the planet, aligning with your eco-conscious lifestyle while ensuring top-notch protection for your iphone']",2530.54,4.3,835,https://m.media-amazon.com/images/I/61rpQvOVfFL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 16plus
B0CBYRRGJH,phone cases,"otterbox sleek series case for iphone 15 pro, shockproof, drop proof, ultra-slim, protective thin case, tested to military standard, clear, no retail packaging",otterbox,"['the sleek protective iphone 15 pro case undergoes thousands of hours of drop testing to ensure your smartphone gets the utmost protection.', ""protect your smartphone with ultra-slim sleek series, the iphone 15 pro case that's easy to install and has as many drops as military standard ( mil-std-810g 516.6 )."", 'made from 50% recycled plastic, otterbox sleek protective case series provides flawless, sleek and stylish protection from scratches and cracks.', 'this ultra-slim, pocket-friendly case has raised screen bumpers to help protect the touchscreen.', 'its solid one-piece form is precision designed for your phone and its soft touch edges provide great grip. it also works with apples magsafe charger and qi wireless charging.', 'pair with an otterbox screen protector for total, 360-degree protection', 'compatible with iphone 15 pro', 'the product is delivered without retail packaging to reduce environmental impacts by curtailing packaging waste. this helps us move closer to a more sustainable future.']",2530.54,3.9,225,https://m.media-amazon.com/images/I/711aN2gQKSL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 15pro
B0DJ3563DT,phone cases,casetify mirror iphone 16 pro case [doraemon co-lab / 4.9ft drop protection/compatible with magsafe] - doraemon secret gadgets - silver on black,casetify,"['compatible with iphone 16 pro only (6.3"" screen size)', '4.9 ft. drop protection (1x mil-std-810g)', 'side sockets for easy charm attachment', 'seamless access to camera control button', 'wireless charging and magsafe compatible']",5584.64,4.4,175,https://m.media-amazon.com/images/I/61N1gfczSxL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 16pro
B0DF7G5QBM,phone cases,"otterbox sleek series magsafe case for iphone 16 pro, shockproof, drop proof, ultra-slim, protective thin case, tested to military standard, clear/black, non-retail packaging",otterbox,"['the protective sleek series for magsafe iphone 16 pro case undergoes thousands of hours of drop testing to ensure your smartphone gets the utmost protection.', ""protect your smartphone with ultra-slim sleek series for magsafe, the iphone 16 pro case that's easy to install and has as many drops as military standard (mil-std-810g 516.6)."", 'thanks to built in magnets perfectly aligned to make wireless charging faster and easier than ever before sleek series for magsafe cases guarantee magsafe compatibility. seamlessly attach and remove magsafe accessories through built in magnets.', 'sleek series for magsafe contains a minimum of 45% recycled content, consisting of 100% recycled plastics. otterbox sleek series for magsafe provides flawless, sleek and stylish protection from scratches and cracks.', 'this ultra-slim, pocket-friendly case has raised screen bumpers to help protect the touchscreen.', 'its solid one-piece form is precision designed for your phone and its soft touch edges provide great grip.', 'pair with an otterbox screen protector for total, 360-degree protection', 'compatible with iphone 16 pro', 'the product is delivered without retail packaging to reduce environmental impacts by curtailing packaging waste. this helps us move closer to a more sustainable future.']",2356.02,4.3,7,https://m.media-amazon.com/images/I/61AzPdh4W+L._AC_SY300_SX300_.jpg,iphone 16pro
B0C5S9BDX4,phone cases,spigen tough armor magfit designed for iphone 15 case (2023) [kickstand] [military-grade protection] compatible with magsafe - red,spigen,"['made from pc, tpu, and impact foam for durability', 'military-grade via extreme protection tech', 'built-in kickstand for hands-free viewing', 'compatible with wireless charging and magsafe accessories', 'iphone 15 (2023) case compatible with iphone 15 (2023)']",2268.76,4.7,1379,https://m.media-amazon.com/images/I/61bzGCCyPvL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 15
B0B7CBF1G2,phone cases,"otterbox iphone 14 & iphone 13 commuter series case - trees company (green), slim & tough, pocket-friendly, with port protection",otterbox,"[""perfect fit for iphone 14 and iphone 13: precision-engineered exclusively for the iphone 14, this otterbox case offers a flawless fit. it not only preserves your phone's sleek design but also ensures unparalleled protection against everyday hazards."", 'rugged multi-layer defense: featuring dual-layer construction with a rigid shell and internal rubber layer, our case exceeds 3x military drop standards (mil-std-810g 516.6), crafted from over 35% recycled plastic for eco-conscious resilience.', ""secure grip, streamlined protection: rely on the otterbox legacy with commuter seriestotal protection with rubber-gripped edges for a secure hold. it's a slim, easy-to-install case providing durable quality and a precise fit for hassle-free defense"", 'wireless charging compatible: its slim profile is pocket-friendly, offering protection and ease for your on-the-go lifestyle', ""trusted otterbox quality: with otterbox, you're not just buying a case; you're investing in peace of mind.""]",1745.2,4.7,2102,https://m.media-amazon.com/images/I/61ucrPQYK4L.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 14
B0CS6MK27Q,phone cases,peak design mobile everyday loop case compatible with iphone 15 pro - sage,peak design,"['magsafe compatible effortless wireless compatibility with qi charging via perfectly aligned magnets for your iphone.', 'fast and secure mounting ecosystem ultra secure built-in connection system (called slimlink) connects to all peak design mobile mounts & accessories for vehicles, motorcycles, bikes, and more', 'durable and protective super-slim 2.4mm profile, rubberized full-surround shock-absorbing bumper for 2m (6ft) drop protection, and protective lip around screen and camera lenses', 'great for creators perfect for photographers, filmmakers, video chats, and youtube enthusiasts. empower your phone with ultra-portable, pocket-friendly pd mobile accessories.', 'slimlink mounting technology the everyday case does more than any other phone case on the planet. a magnetic and mechanical locking and mounting system that we call slimlink is built right into the back of the case - allowing you connection to all of our mobile mounts and accessories.']",3054.1,4.4,20,https://m.media-amazon.com/images/I/51evDWbVCGL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 15pro
B0CQ2XLVHL,phone cases,"swarovski high smartphone case for apple iphone 15 pro, black swarovski crystal fabric with black flatback crystals, part of the swarovski high collection",swarovski,"['radiant compatibility: this swarovski accessory is suitable for use with the apple iphone 15 pro', 'dazzling style: accessorize your phone with this shimmering black smartphone case, crafted from swarovskis unique crystal fabric and enriched with an array of tone-on-tone flatback crystals', 'refined design: compatible with the iphone 15 pro and official apple chargers, this unique and elegant phone case makes a brilliant gift idea for yourself or loved ones', 'glam aesthetic: this vibrant smartphone case from the swarovski high collection will elevate your everyday style and complement any occasion with the right amount of sparkle and shine', 'designed to last: swarovski accessories maintain their brilliance when simple care practices are observed; avoid contact with liquids, sprays, and abrasive materials and polish with a lint-free cloth', 'items delivered: (1) swarovski high iphone 15 pro phone case with black swarovski crystal fabric and black flatback crystals; (1) swarovski smartphone case box']",8464.22,5.0,9,https://m.media-amazon.com/images/I/81v4sFZqoSL.__AC_SX300_SY300_QL70_ML2_.jpg,iphone 15pro
